"V1","V2","V3"
0.0348050299065828,0.0496754431160646,1
0.158939267730233,0.266223036857128,2
0.024726633018511,0.220164624567287,3
0.137351332665722,0.28306556958858,4
0.118512289425886,0.178308162883753,5
0.0510471468894862,0.136397929507833,6
0.183186312222063,0.196109757253921,7
0.159906705503863,0.15468476775213,8
0.137051524957003,0.150919092964583,9
0.103109288516559,0.150883081089303,10
0.144609257625184,0.0953456336959683,11
0.0288157733258709,0.186617573816075,12
0.106874863502152,0.0732980975999485,13
0.132819557432179,0.291224719445291,14
0.135521317253206,0.0466375048818171,15
0.0413709267480026,0.0401240139053903,16
0.0502180436474125,0.249801637337141,17
0.0806738679626448,0.167399041511897,18
0.0376680901607046,0.220399675778521,19
0.181586440513834,0.107594704610348,20
0.0772216409206009,0.167310398389127,21
0.0280578431391916,0.232861163436429,22
0.0984685394394936,0.272561795165556,23
0.0743157157768724,0.289976495004686,24
0.147259776287922,0.215535980091894,25
0.108413342299795,0.169906039641586,26
0.0409248317842282,0.132183589551102,27
0.0756353285348463,0.223853636146151,28
0.161405260581423,0.202276650298266,29
0.122668547541699,0.246751881178956,30
0.15591151226831,0.0567887981758718,31
0.1167285376695,0.0112406376668348,32
0.136614356318219,0.274106425040768,33
0.108422017412709,0.120767500802612,34
0.175099664305374,0.0935788923841633,35
0.103115560764184,0.254633916931981,36
0.171820239013094,0.159375383562829,37
0.0442024243047818,0.083706474685066,38
0.0580222045784045,0.0165676291133668,39
0.172181337920742,0.15696439140262,40
0.168231028224645,0.100689858459979,41
0.143355322610368,0.218525134110188,42
0.17868516262325,0.215442595985835,43
0.13862287968214,0.0508069939006933,44
0.0517671230220619,0.220633821916802,45
0.0125960075767435,0.150242665194612,46
0.00411870735417189,0.17907147957298,47
0.165286084140159,0.0688751092418807,48
0.060622062858176,0.0651403578175676,49
0.168184798234966,0.122531572700009,50
0.135513857293523,0.0918441388156224,51
0.0382764823889026,0.190323521847,52
0.135394534979709,0.174313439681332,53
0.187688065102322,0.155489064466637,54
0.0977586922183919,0.289792327724835,55
0.0125365332599727,0.104782428653582,56
0.0573636479084778,0.208647295815715,57
0.17040720804454,0.131775912048876,58
0.118830158493406,0.197788698304723,59
0.0334582583443175,0.0445871894671485,60
0.145080144505503,0.0266101729203629,61
0.0816370564573608,0.0826753922579623,62
0.158096780099999,0.067511566048806,63
0.116630912906281,0.0356562583688587,64
0.0281983335667803,0.0582591935314945,65
0.00377880715709072,0.116939822995868,66
0.1590156680284,0.0861905118596102,67
0.0849229491792062,0.212674116488019,68
0.178850103375157,0.201901262710714,69
0.0795623725134589,0.0111921508894936,70
0.131775413178466,0.0587070411235441,71
0.0917947015524379,0.275262595517811,72
0.0416843092410397,0.051267053660957,73
0.113536806227801,0.105228035016888,74
0.12310883907092,0.278232649523219,75
0.0694330839856607,0.0571407173979653,76
0.100230926573903,0.0764829254441675,77
0.183268139804537,0.159585785069587,78
0.018246208611187,0.131311262025609,79
0.0812445550258066,0.1246649354007,80
0.062787246305509,0.126751413485339,81
0.019703820177595,0.219293417273863,82
0.179291711125565,0.211755006281544,83
0.149789354526831,0.113887258947316,84
0.06457082097985,0.2355480023856,85
0.112816750313685,0.0221173187089362,86
0.0708296205501567,0.0752714684752318,87
0.109725781231878,0.060017469134717,88
0.0259725389397736,0.0877127988401635,89
0.0813221528073177,0.0263147943744733,90
0.0909187827114474,0.225597800657301,91
0.10740514764015,0.0511644563372137,92
0.0154142290433697,0.155777471484842,93
0.0234104914858681,0.0565705525658786,94
0.0562749918377432,0.133457566599629,95
0.110683686830421,0.160282566146728,96
0.152988235622055,0.270495121753671,97
0.138001686095558,0.229971072938176,98
0.167028620871326,0.254144258900527,99
0.104519601400119,0.0754673745957525,100
0.0790302621433085,0.225587362611474,101
0.195264313882661,0.180065441398778,102
0.0855455060816908,0.0556520665447077,103
0.0903793762283812,0.0220840624259614,104
0.17905337808359,0.225553490475129,105
0.0833183756375452,0.0543280580877153,106
0.0539928199266236,0.203109386245888,107
0.157617403272993,0.205629618621562,108
0.0475331195149527,0.136882129644142,109
0.0684607167392343,0.0755445033006517,110
0.0544504766660818,0.224077560734991,111
0.104910435346313,0.264378849821885,112
