"seed","K_optclust","kmeans_k","true_k","score_optclust","score_kmeans_bestk","score_kmeans_kc","score_true","ari_optclust_kmeans","ari_true_kmeans","are_true_optclust","dataname","metric","method"
2,8,10,2,0.520502219198302,0.608096801384832,0.600005503410526,0.311325057003943,0.83610634409647,0.188533603208666,-10,"Atom","silhouette","localsearch"
2,5,7,2,0.470925838879043,0.59137468316978,0.524223624847304,0.311325057003943,0.789952149817176,0.188533603208666,-10,"Atom","silhouette","greedy"
2,2,4,2,0.13687273124837,0.0292548225610799,0.0229642246628344,0.371070999354494,-0.00358100285619579,0.188533603208666,1.25158008073118e-05,"Atom","dunnindex","localsearch"
2,2,4,2,0.13687273124837,0.0292548225610799,0.0229642246628344,0.371070999354494,-0.00358100285619579,0.188533603208666,1.25158008073118e-05,"Atom","dunnindex","greedy"
2,4,7,7,0.455071807119679,0.701701220874264,0.429659018054111,0.701701220874264,0.308058712082381,1,-10,"Hepta","silhouette","localsearch"
2,4,7,7,0.455071807119679,0.701701220874264,0.429659018054111,0.701701220874264,0.308058712082381,1,-10,"Hepta","silhouette","greedy"
2,4,7,7,0.357475223438775,1.07618340765214,0.104346361683884,1.07618340765214,0.44241624371687,1,-10,"Hepta","dunnindex","localsearch"
2,2,7,7,0.300268958541056,1.07618340765214,0.0282713454804505,1.07618340765214,-0.0669321997127964,1,-10,"Hepta","dunnindex","greedy"
2,4,4,3,0.567264001289884,0.567756054375863,0.567756054375863,0.439361969849105,0.921111187988279,0.421561236874518,-10,"Lsun","silhouette","localsearch"
2,4,4,3,0.539973553681341,0.567756054375863,0.567756054375863,0.439361969849105,0.832214291731547,0.421561236874518,-10,"Lsun","silhouette","greedy"
2,3,3,3,0.117052395539751,0.0353340640999271,0.0353340640999271,0.117052395539751,0.421561236874518,0.421561236874518,1,"Lsun","dunnindex","localsearch"
2,3,3,3,0.117052395539751,0.0353340640999271,0.0353340640999271,0.117052395539751,0.421561236874518,0.421561236874518,1,"Lsun","dunnindex","greedy"
2,2,8,6,0.629325893855415,0.586509432741697,0.421332397868108,0.29520828013791,-0.0111161715145589,0.634888047667502,-10,"Target","silhouette","localsearch"
2,2,8,6,0.629325893855415,0.586509432741697,0.421332397868108,0.29520828013791,-0.0111161715145589,0.634888047667502,-10,"Target","silhouette","greedy"
2,2,7,6,0.361704117131621,0.0246743599030058,0.0109867222524291,0.253299132982746,-0.0111161715145589,0.634888047667502,-10,"Target","dunnindex","localsearch"
2,2,7,6,0.361704117131621,0.0246743599030058,0.0109867222524291,0.253299132982746,-0.0111161715145589,0.634888047667502,-10,"Target","dunnindex","greedy"
2,4,4,4,0.503541620849104,0.503541620849104,0.503541620849104,0.503541620849104,1,1,1,"Tetra","silhouette","localsearch"
2,4,4,4,0.485210762967343,0.503541620849104,0.503541620849104,0.503541620849104,0.929345769321051,1,0.929345769321051,"Tetra","silhouette","greedy"
2,4,4,4,0.199662205951591,0.199662205951591,0.199662205951591,0.199662205951591,1,1,1,"Tetra","dunnindex","localsearch"
2,4,4,4,0.199662205951591,0.199662205951591,0.199662205951591,0.199662205951591,1,1,1,"Tetra","dunnindex","greedy"
2,2,2,2,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,1,1,1,"TwoDiamonds","silhouette","localsearch"
2,2,2,2,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,1,1,1,"TwoDiamonds","silhouette","greedy"
2,2,2,2,0.0435439556146662,0.0220048899755519,0.0220048899755519,0.0220048899755519,0,1,0,"TwoDiamonds","dunnindex","localsearch"
2,2,2,2,0.0435439556146662,0.0220048899755519,0.0220048899755519,0.0220048899755519,0,1,0,"TwoDiamonds","dunnindex","greedy"
2,2,4,2,0.406475536235419,0.423269375584283,0.408502689593329,0.383884919047985,0.207793252992048,0.85584718950503,0.145003188261511,"WingNut","silhouette","localsearch"
2,2,4,2,0.406475536235419,0.423269375584283,0.408502689593329,0.383884919047985,0.207793252992048,0.85584718950503,0.145003188261511,"WingNut","silhouette","greedy"
2,2,4,2,0.0632596124573361,0.0237448582176614,0.0191323046798761,0.0632596124573361,0.85584718950503,0.85584718950503,1,"WingNut","dunnindex","localsearch"
2,2,4,2,0.0632596124573361,0.0237448582176614,0.0191323046798761,0.0632596124573361,0.85584718950503,0.85584718950503,1,"WingNut","dunnindex","greedy"
