"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
276,0,0,0,1,1,0,0,29
667,1,0,0,0,1,0,1,28
1184,0,0,0,1,0,1,1,25
972,1,0,0,0,0,1,1,26
1597,0,0,1,0,1,0,1,22
1111,1,0,0,0,1,0,0,33
343,0,1,0,0,1,0,1,50
1464,0,1,0,0,1,0,0,48
992,1,0,0,0,1,0,1,58
1167,0,1,0,0,1,0,0,32
742,1,0,0,0,0,1,0,26
287,0,0,1,0,0,1,1,26
320,1,0,0,0,1,0,1,30
1695,1,0,0,0,1,0,1,49
696,0,1,0,0,1,0,0,48
1307,0,1,0,0,1,0,1,52
292,0,1,0,0,1,0,0,58
700,1,0,0,0,1,0,1,45
1442,0,0,1,0,1,0,1,32
1733,0,0,1,0,1,0,1,27
533,0,1,0,0,1,0,0,33
666,0,0,1,0,1,0,1,31
1196,0,0,1,0,1,0,0,24
475,0,1,0,0,1,0,1,24
276,0,1,0,0,1,0,0,58
50,0,0,0,1,1,0,1,22
276,0,1,0,0,1,0,1,28
1741,0,1,0,0,1,0,0,62
2793,0,0,1,0,1,0,1,43
211,0,1,0,0,1,0,1,28
772,0,1,0,0,0,1,1,32
1813,1,0,0,0,1,0,0,52
302,0,0,1,0,1,0,1,28
387,0,0,1,0,1,0,1,32
707,0,1,0,0,1,0,1,22
363,0,1,0,0,1,0,1,34
1782,1,0,0,0,1,0,0,27
443,0,1,0,0,1,0,1,26
402,0,0,1,0,1,0,0,24
422,0,1,0,0,0,1,1,20
554,0,1,0,0,1,0,1,27
1153,0,1,0,0,0,1,1,32
818,1,0,0,0,1,0,1,41
1475,0,0,1,0,1,0,1,28
177,1,0,0,0,1,0,0,38
120,0,1,0,0,1,0,1,35
681,1,0,0,0,1,0,1,41
334,0,1,0,0,0,1,1,20
1221,1,0,0,0,1,0,1,53
970,0,1,0,0,0,1,0,35
711,0,0,1,0,1,0,0,32
994,0,0,0,1,0,1,0,35
275,1,0,0,0,0,1,1,22
472,1,0,0,0,1,0,1,26
910,0,0,1,0,1,0,0,27
657,1,0,0,0,1,0,1,49
510,1,0,0,0,1,0,0,29
1590,0,0,1,0,0,1,0,27
614,1,0,0,0,1,0,1,31
233,1,0,0,0,0,1,1,46
591,1,0,0,0,1,0,0,25
862,0,1,0,0,0,1,0,28
1079,1,0,0,0,1,0,1,38
312,0,1,0,0,1,0,1,30
401,0,0,1,0,1,0,1,40
394,1,0,0,0,1,0,1,32
1217,0,0,1,0,1,0,1,28
659,0,1,0,0,1,0,0,42
384,1,0,0,0,1,0,1,31
748,0,1,0,0,1,0,1,62
993,0,1,0,0,1,0,1,57
588,0,1,0,0,0,1,0,24
663,1,0,0,0,1,0,1,31
355,0,0,1,0,1,0,1,32
347,0,0,1,0,1,0,1,36
972,0,0,1,0,1,0,1,26
341,0,1,0,0,0,1,1,61
