"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
1662,0,1,0,0,0,1,1,31
1412,0,1,0,0,1,0,0,48
463,1,0,0,0,1,0,1,24
370,0,0,1,0,1,0,1,36
764,0,1,0,0,1,0,1,44
433,1,0,0,0,1,0,1,26
1101,1,0,0,0,1,0,1,58
274,0,1,0,0,1,0,1,60
545,0,1,0,0,1,0,1,45
670,0,0,1,0,1,0,1,66
1020,1,0,0,0,1,0,1,47
522,0,1,0,0,0,1,1,36
714,1,0,0,0,1,0,1,26
199,1,0,0,0,1,0,1,23
1160,1,0,0,0,1,0,1,46
832,0,1,0,0,0,1,0,32
588,0,0,1,0,0,1,1,29
538,0,1,0,0,0,1,1,31
255,0,1,0,0,1,0,1,55
845,0,0,1,0,1,0,1,32
542,0,0,1,0,1,0,1,31
874,0,1,0,0,0,1,1,20
700,1,0,0,0,1,0,0,33
225,0,1,0,0,1,0,1,42
516,0,1,0,0,1,0,1,26
684,1,0,0,0,1,0,1,44
815,0,0,1,0,0,1,1,35
592,1,0,0,0,1,0,1,49
473,0,1,0,0,0,1,0,30
884,0,0,1,0,1,0,1,41
417,0,0,1,0,1,0,1,32
414,0,1,0,0,1,0,1,20
803,0,0,1,0,1,0,1,22
398,1,0,0,0,1,0,1,24
197,1,0,0,0,1,0,1,24
337,1,0,0,0,1,0,1,43
170,1,0,0,0,0,1,1,20
467,0,1,0,0,1,0,1,54
1108,0,1,0,0,1,0,1,50
615,0,0,0,1,1,0,0,37
363,0,1,0,0,1,0,1,42
596,0,1,0,0,1,0,0,27
182,0,0,1,0,1,0,1,21
195,0,1,0,0,1,0,1,34
660,0,0,1,0,1,0,1,41
387,1,0,0,0,1,0,1,41
1064,0,1,0,0,0,1,0,30
809,0,1,0,0,1,0,1,25
787,0,1,0,0,1,0,1,22
170,0,1,0,0,1,0,1,39
372,0,1,0,0,1,0,1,29
395,0,1,0,0,1,0,1,43
1225,1,0,0,0,1,0,1,23
574,1,0,0,0,1,0,1,44
215,1,0,0,0,1,0,1,50
973,0,1,0,0,1,0,0,23
466,0,1,0,0,0,1,0,60
818,0,1,0,0,1,0,1,56
517,0,0,0,1,0,1,1,30
278,0,1,0,0,1,0,1,50
473,0,0,1,0,0,1,1,21
883,1,0,0,0,1,0,1,26
205,1,0,0,0,1,0,1,30
768,0,1,0,0,1,0,1,25
636,0,1,0,0,1,0,0,31
804,0,1,0,0,1,0,1,26
918,0,1,0,0,1,0,0,29
2039,0,1,0,0,1,0,1,56
836,0,1,0,0,1,0,1,26
1069,0,1,0,0,1,0,1,64
546,1,0,0,0,1,0,1,30
969,0,0,1,0,0,1,1,41
428,0,0,1,0,1,0,1,51
318,0,1,0,0,0,1,1,29
597,0,0,1,0,1,0,0,28
448,1,0,0,0,1,0,0,54
450,1,0,0,0,0,1,1,42
373,0,1,0,0,1,0,0,48
754,0,1,0,0,0,1,1,31
1032,0,1,0,0,1,0,1,53
373,1,0,0,0,1,0,1,46
213,0,1,0,0,1,0,0,29
612,0,1,0,0,1,0,1,51
927,0,1,0,0,1,0,1,45
849,0,0,1,0,1,0,1,44
368,0,1,0,0,1,0,0,29
320,0,0,0,1,1,0,0,35
185,0,1,0,0,1,0,1,54
13,1,0,0,0,1,0,0,30
825,0,0,1,0,1,0,1,19
673,1,0,0,0,1,0,0,25
1296,0,0,1,0,1,0,0,39
1386,0,1,0,0,1,0,1,29
450,0,1,0,0,1,0,1,30
498,0,1,0,0,1,0,1,28
