"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
647,0,1,0,0,1,0,0,60
808,0,0,1,0,1,0,1,33
1592,0,1,0,0,0,1,1,57
909,0,1,0,0,1,0,1,30
368,0,1,0,0,1,0,1,61
644,1,0,0,0,1,0,1,29
624,1,0,0,0,1,0,1,53
1465,0,0,1,0,1,0,1,27
919,0,0,1,0,1,0,1,28
527,0,0,1,0,1,0,1,25
1334,0,1,0,0,1,0,1,50
943,1,0,0,0,1,0,0,35
1201,0,1,0,0,1,0,1,28
278,1,0,0,0,1,0,1,46
882,0,0,1,0,1,0,1,46
177,0,0,1,0,1,0,1,38
514,0,1,0,0,1,0,1,25
213,1,0,0,0,1,0,1,35
719,1,0,0,0,1,0,1,46
1363,0,1,0,0,1,0,1,31
1503,0,1,0,0,1,0,1,24
386,1,0,0,0,1,0,1,26
619,1,0,0,0,1,0,1,32
814,0,1,0,0,0,1,1,35
410,1,0,0,0,1,0,1,39
545,1,0,0,0,1,0,1,32
368,0,1,0,0,1,0,1,25
561,1,0,0,0,1,0,1,29
760,1,0,0,0,1,0,1,35
861,0,1,0,0,1,0,0,27
632,0,1,0,0,1,0,1,43
507,0,1,0,0,1,0,0,32
701,0,1,0,0,1,0,1,59
1090,0,0,1,0,1,0,1,34
247,0,1,0,0,1,0,1,55
722,0,1,0,0,0,1,0,31
564,0,0,1,0,1,0,1,30
1109,0,0,1,0,1,0,1,28
691,0,1,0,0,0,1,1,47
421,0,1,0,0,1,0,1,32
299,1,0,0,0,1,0,0,29
355,0,1,0,0,1,0,1,58
702,0,1,0,0,0,1,1,26
131,0,0,1,0,1,0,1,27
621,1,0,0,0,1,0,1,30
833,0,1,0,0,1,0,0,45
299,0,1,0,0,1,0,1,26
510,1,0,0,0,1,0,0,47
568,1,0,0,0,1,0,1,40
424,1,0,0,0,1,0,1,35
609,0,1,0,0,1,0,0,47
788,0,0,1,0,1,0,0,33
405,1,0,0,0,1,0,1,53
1188,0,1,0,0,1,0,0,21
1634,1,0,0,0,0,1,1,42
419,0,1,0,0,1,0,0,29
440,0,1,0,0,1,0,1,24
450,1,0,0,0,1,0,1,41
330,0,0,1,0,0,1,0,27
583,0,1,0,0,1,0,1,29
1176,0,1,0,0,1,0,0,27
482,1,0,0,0,1,0,1,33
223,0,1,0,0,0,1,1,25
1359,0,1,0,0,1,0,1,27
804,0,1,0,0,0,1,1,32
591,0,1,0,0,1,0,0,31
589,0,1,0,0,1,0,1,40
633,1,0,0,0,1,0,1,46
1001,1,0,0,0,1,0,1,34
