"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
694,1,0,0,0,0,1,1,35
2924,1,0,0,0,1,0,0,55
429,0,1,0,0,1,0,1,27
783,0,1,0,0,1,0,0,50
394,1,0,0,0,1,0,1,47
233,0,0,0,1,1,0,1,23
886,0,0,1,0,1,0,0,27
686,1,0,0,0,1,0,1,45
519,0,0,1,0,1,0,1,48
272,1,0,0,0,1,0,0,32
231,0,1,0,0,1,0,1,23
217,0,1,0,0,1,0,1,31
543,1,0,0,0,1,0,0,34
476,0,1,0,0,1,0,1,34
704,1,0,0,0,1,0,1,29
675,0,1,0,0,0,1,0,54
761,1,0,0,0,0,1,1,46
325,0,0,1,0,1,0,1,35
396,1,0,0,0,1,0,1,37
1474,0,0,0,1,1,0,0,27
721,0,1,0,0,1,0,1,59
352,0,1,0,0,1,0,1,43
314,1,0,0,0,1,0,1,30
362,0,1,0,0,1,0,1,27
679,0,1,0,0,1,0,0,50
121,1,0,0,0,1,0,1,33
603,0,1,0,0,1,0,1,56
567,0,1,0,0,1,0,1,59
425,0,0,0,1,1,0,1,40
191,1,0,0,0,1,0,1,28
509,0,0,1,0,0,1,0,25
923,0,1,0,0,1,0,1,47
402,0,1,0,0,1,0,1,37
304,1,0,0,0,1,0,1,50
628,0,1,0,0,0,1,1,35
401,0,1,0,0,0,1,1,27
105,0,0,1,0,1,0,1,22
247,0,1,0,0,1,0,1,49
591,1,0,0,0,1,0,1,48
1564,1,0,0,0,1,0,1,24
718,0,0,1,0,1,0,0,25
554,0,1,0,0,1,0,1,26
1407,0,1,0,0,1,0,1,25
4100,0,1,0,0,0,1,0,26
441,0,1,0,0,1,0,1,27
981,0,1,0,0,1,0,1,41
174,0,1,0,0,1,0,1,53
1088,0,1,0,0,0,1,1,22
340,1,0,0,0,1,0,0,40
426,0,1,0,0,1,0,1,42
115,0,1,0,0,1,0,1,54
541,0,1,0,0,1,0,1,30
201,1,0,0,0,1,0,1,46
908,0,1,0,0,1,0,1,24
541,1,0,0,0,1,0,1,46
1682,1,0,0,0,0,1,1,33
4,0,1,0,0,1,0,1,42
537,1,0,0,0,1,0,1,41
1116,0,1,0,0,1,0,1,31
589,0,1,0,0,1,0,1,44
232,0,1,0,0,1,0,0,57
1374,1,0,0,0,1,0,1,56
258,0,0,1,0,1,0,1,30
1131,0,0,1,0,0,1,1,46
379,1,0,0,0,1,0,1,28
265,1,0,0,0,1,0,0,30
1015,0,0,1,0,1,0,0,36
1051,0,1,0,0,1,0,1,27
966,0,1,0,0,0,1,0,33
466,1,0,0,0,0,1,0,29
350,0,1,0,0,1,0,1,32
617,0,0,1,0,0,1,1,27
1410,0,0,1,0,1,0,1,36
1623,0,1,0,0,0,1,1,28
790,1,0,0,0,1,0,1,30
447,1,0,0,0,1,0,0,28
369,0,0,1,0,1,0,1,32
1304,0,1,0,0,1,0,1,25
718,1,0,0,0,1,0,1,25
275,1,0,0,0,1,0,0,35
181,0,1,0,0,1,0,0,28
3226,1,0,0,0,1,0,1,31
532,0,1,0,0,1,0,1,60
612,0,1,0,0,1,0,1,50
695,0,0,1,0,1,0,1,31
276,0,1,0,0,1,0,1,53
