"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
1008,0,0,1,0,1,0,1,49
1450,1,0,0,0,0,1,1,40
372,1,0,0,0,1,0,1,21
1777,1,0,0,0,0,1,1,29
759,0,1,0,0,0,1,1,58
416,0,1,0,0,1,0,1,60
426,1,0,0,0,1,0,0,28
406,0,1,0,0,1,0,0,27
964,1,0,0,0,1,0,1,24
1787,0,1,0,0,1,0,1,25
1097,0,1,0,0,1,0,1,37
1074,0,1,0,0,1,0,1,39
790,0,0,1,0,1,0,0,20
285,0,1,0,0,1,0,1,38
307,0,1,0,0,1,0,0,40
1006,1,0,0,0,0,1,1,27
656,0,1,0,0,1,0,1,23
407,1,0,0,0,1,0,0,29
259,1,0,0,0,1,0,1,21
839,1,0,0,0,1,0,1,44
4,0,1,0,0,1,0,1,28
546,0,0,1,0,1,0,0,24
977,0,0,1,0,1,0,1,27
455,1,0,0,0,1,0,0,27
546,0,1,0,0,1,0,1,19
466,0,0,1,0,1,0,0,27
287,0,1,0,0,1,0,1,51
415,0,1,0,0,1,0,1,64
939,1,0,0,0,1,0,0,26
247,0,0,1,0,0,1,1,35
387,0,1,0,0,0,1,1,24
296,0,0,1,0,1,0,1,27
395,0,0,1,0,1,0,1,45
356,1,0,0,0,1,0,0,38
601,1,0,0,0,1,0,1,29
909,0,1,0,0,1,0,1,28
931,0,0,1,0,1,0,1,28
376,0,1,0,0,1,0,1,51
1460,1,0,0,0,1,0,1,34
563,0,1,0,0,1,0,0,66
117,0,1,0,0,0,1,1,31
495,0,0,1,0,0,1,0,24
1191,0,0,1,0,1,0,1,27
317,0,1,0,0,0,1,1,28
541,0,1,0,0,1,0,1,40
393,0,1,0,0,0,1,1,27
1101,0,0,1,0,1,0,1,33
546,0,1,0,0,1,0,1,39
329,0,0,1,0,1,0,1,26
572,0,1,0,0,1,0,1,34
949,0,1,0,0,1,0,0,27
303,0,1,0,0,1,0,1,28
196,0,1,0,0,1,0,1,20
750,0,1,0,0,1,0,1,56
636,0,1,0,0,1,0,0,31
