"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age"
416,0,1,0,0,1,0,1,44
1368,0,1,0,0,1,0,1,36
634,0,1,0,0,1,0,1,58
869,1,0,0,0,1,0,0,27
1068,0,0,1,0,0,1,0,25
1183,1,0,0,0,0,1,1,31
477,0,0,1,0,0,1,1,26
473,0,0,1,0,1,0,1,29
384,0,1,0,0,0,1,1,25
186,1,0,0,0,1,0,0,47
659,0,0,1,0,1,0,1,33
729,0,1,0,0,1,0,1,39
923,1,0,0,0,1,0,0,28
321,1,0,0,0,1,0,1,23
1536,1,0,0,0,1,0,1,64
342,0,0,1,0,1,0,0,30
599,0,1,0,0,1,0,1,29
545,1,0,0,0,0,1,0,25
490,0,1,0,0,1,0,1,54
888,0,0,1,0,1,0,0,26
531,1,0,0,0,1,0,0,24
1505,0,0,1,0,1,0,0,31
201,0,0,1,0,1,0,1,44
189,0,0,1,0,1,0,1,50
697,0,0,1,0,1,0,0,28
1266,0,1,0,0,1,0,1,36
264,0,0,1,0,1,0,1,29
501,0,0,1,0,0,1,1,27
578,0,1,0,0,1,0,0,47
518,0,1,0,0,1,0,1,23
923,0,0,1,0,1,0,1,49
580,0,1,0,0,1,0,1,28
1377,0,1,0,0,1,0,0,37
539,0,0,1,0,1,0,0,42
660,0,1,0,0,1,0,0,56
438,1,0,0,0,1,0,1,38
694,0,1,0,0,1,0,1,51
1048,0,1,0,0,0,1,1,29
457,1,0,0,0,1,0,1,35
423,0,0,1,0,1,0,1,27
414,0,1,0,0,1,0,0,28
472,1,0,0,0,1,0,0,25
966,0,1,0,0,1,0,1,47
1054,0,0,1,0,1,0,0,24
665,1,0,0,0,1,0,0,47
435,0,1,0,0,0,1,1,28
448,1,0,0,0,1,0,0,57
286,0,0,1,0,0,1,0,31
144,0,0,1,0,1,0,1,35
658,1,0,0,0,1,0,1,38
516,0,0,0,1,1,0,0,24
341,0,1,0,0,1,0,1,20
344,0,1,0,0,1,0,0,32
514,0,1,0,0,1,0,1,41
144,0,1,0,0,1,0,1,27
1212,0,0,1,0,1,0,1,27
783,0,1,0,0,1,0,1,26
792,0,1,0,0,1,0,0,25
475,0,0,1,0,1,0,0,24
689,1,0,0,0,1,0,0,56
492,0,0,1,0,0,1,0,38
297,0,0,1,0,1,0,1,34
403,0,1,0,0,1,0,1,31
1743,0,1,0,0,1,0,1,66
239,0,0,1,0,1,0,1,32
500,1,0,0,0,1,0,1,40
404,0,1,0,0,1,0,1,49
1253,1,0,0,0,1,0,1,23
874,1,0,0,0,0,1,0,25
528,0,0,1,0,1,0,1,61
297,0,1,0,0,1,0,1,46
320,1,0,0,0,1,0,1,24
651,1,0,0,0,1,0,1,39
394,0,1,0,0,0,1,1,28
322,1,0,0,0,1,0,0,29
293,0,1,0,0,1,0,0,34
561,1,0,0,0,1,0,1,38
426,1,0,0,0,1,0,1,30
885,0,1,0,0,1,0,1,42
613,1,0,0,0,0,1,1,31
308,0,1,0,0,1,0,1,39
1018,1,0,0,0,1,0,1,39
1118,0,1,0,0,1,0,1,65
945,0,1,0,0,1,0,1,31
726,0,1,0,0,1,0,1,35
960,0,0,1,0,1,0,1,43
1055,0,1,0,0,1,0,1,45
908,0,0,1,0,1,0,1,26
2876,0,1,0,0,0,1,1,27
1086,0,1,0,0,1,0,0,44
819,1,0,0,0,1,0,1,36
625,0,0,1,0,1,0,1,33
621,1,0,0,0,1,0,1,42
685,0,1,0,0,1,0,1,22
589,0,1,0,0,0,1,0,28
244,1,0,0,0,1,0,1,32
1981,0,0,1,0,1,0,1,25
