@relation df_normalized
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@data
-0.906758839159431,-1.50858997625782,0.0630303432608913
1.34752694579469,-1.45737748975321,0.0591134804272867
0.827593745580995,0.552424271142998,0.0132777972844467
0.21033092635816,0.714110418921769,0.028922020026035
1.08473100519071,-1.56616466889873,0.0931259933644132
-0.0375106338054259,0.656315591412481,0.0605556721736799
0.881926627446821,0.546417799298416,-0.042074369102566
-2.00579595006641,-0.805087144969032,0.120303202249051
-2.04899746183712,-0.531349721732234,0.0935691924683432
-1.47364296009182,-1.21189204072443,-0.0475488936497296
1.80903258734856,-0.0956835111419704,0.105729880857843
-1.70804882888511,-1.01506873521294,0.189347920521449
-0.76919723618761,0.560928993862818,0.0275036686879105
0.505907305968436,0.518383789454104,0.114084832491288
2.11863016570415,-0.788362835300785,0.164397128412771
1.79273708707228,0.0821807787878081,-0.0660518240295189
-2.05911688919631,-0.497427475429315,0.0727957334194512
1.22328028221937,0.407642242208826,0.0897084942920285
0.621594875492199,0.589587652103755,0.0296241190298541
-1.67981293456502,-0.951916416755422,0.12657637027629
1.25457790493413,-1.3847695390562,-0.0210534103147962
-1.43525439644035,-1.33537079479614,0.0416551637278537
-1.07951614494564,0.490546495875152,0.0201294979906977
-1.80549185808277,-0.970450927318499,-0.0059436083590759
0.163729393042769,-1.53430040373429,0.115273875402918
1.19779694555884,0.444207706251526,0.014566484537223
1.78282445333143,-1.05734753873268,0.0282677445956889
-0.717078718333596,0.689119913573232,-0.0171437057218266
-1.57150977345015,-1.1797681146592,-0.160322182299592
-0.183473074568609,-1.61954149127065,0.0618090168879364
1.8246287825782,-0.0325759736229045,0.11515502005699
1.55421308855983,0.35705703155386,-0.020332079912348
2.16662504750006,-0.579236195422701,0.0646843251183792
-0.402773016237294,-1.58340247427708,-0.0462453188879404
1.64164742899274,0.137878670311643,0.0798882650762963
1.66117127540155,0.227633836376292,0.0116344610155954
-0.13114286857274,0.661816107194763,-0.0159549483240686
-0.830309440993267,-1.60153932553718,0.0567675557022652
-0.153533274251219,0.748588314420223,0.089516323062674
1.05125899040614,-1.3982546560971,0.0611731978899968
-0.469596926041924,0.543603225926788,-0.0461531386951481
-1.27775005742256,0.296356355239714,-0.0364440355569657
-1.72100504049595,-1.17164345873081,0.0256070408273599
-1.15346607310547,-1.50938895045058,0.155730191693189
-1.45887414327404,0.322724902579563,0.0810526722195866
-1.36532429965249,0.427146968359419,0.00548653160869645
-0.930509514497036,-1.59844075876504,-0.0541622106671422
-1.43364001943561,-1.3600769640329,-0.122992059357403
1.26415771107623,0.474572495400218,-0.0181627863045333
-1.16769628839855,-1.34313628932018,-0.0651414426564546
0.362644602798584,-1.60532240094001,0.0431327591943104
1.58436253763428,-1.20205794101274,-0.0116638787741926
-0.581321766968013,-1.61010585052155,0.0511556378013754
-0.409309448447887,-1.63512274463739,0.048335658080456
0.627395701606769,-1.59317568562091,0.02242445848966
-0.0484696758852551,-1.68482044735648,0.0381838656845428
0.471080731802174,-1.60498003238758,0.0441587328976285
1.87191028757237,-1.04441235903292,-0.0155542092115974
0.814311640279711,0.519166427743292,-0.0400725089865267
-2.01356233524764,-0.556001514115154,0.0898710332602929
-2.07538098294673,-0.463213764620333,0.207195351840015
-0.101020951193042,0.661773839472241,0.0335953518621278
1.60434748894554,0.297876850879635,-0.0595941120720634
1.06648891212636,0.463792855312,-0.0385527594363306
-1.95713806427322,-0.357434607931085,-0.150320427443142
-1.80057082256932,-1.06484880287241,-0.0532514214171186
-2.13093994295209,-0.693588891253519,-0.00489475275834342
-0.222564818097834,0.718747302319543,-0.0716742039744137
-1.31337484679809,0.33583920603315,0.0522048808852192
1.59814531190306,-1.26908780894478,0.0141000772343113
0.819303442445592,0.581409761692411,-0.0340893618711681
1.01843325666352,0.500694519104383,0.0211312845903318
-2.08404428956138,-0.845104968045094,0.0196539746377465
0.473461101736405,-1.56432545178357,-0.0491216672046293
-1.81330249791409,0.0507460450738646,0.0629699162893772
-1.48932358585202,0.247269021281265,-0.0800001963437514
0.104346280636647,0.679837007810651,0.0194198532631323
1.3074687378105,0.402852281113268,0.0308780347718537
-1.99818802508384,-0.873324270445976,0.00773740060836286
-1.2605633459903,0.361321159333824,0.196016056202186
1.90965399775125,0.104295022737253,0.15145747660648
1.91036982181474,-0.1226242720551,0.112036821097309
1.13665027515012,-1.48544051581784,0.0374526850535286
0.653405607421706,-1.52167275027515,-0.0264479909779452
0.788735307672466,-1.56048285885795,0.0766678113629292
-1.23874519168566,-1.52643358091329,-0.020113253923706
1.8798759206482,-1.14839723947739,0.0380493682572274
-1.47340231268585,0.312502168294847,0.0375039959750033
-2.16044372280003,-0.553548843837987,-0.0714896396503493
1.9514254929028,-0.77047707715988,0.01572281571672
-0.333430058332286,-1.60427884514206,0.0396640307758429
-0.104181793688813,0.570806389430819,-0.130354646348973
1.03388669495742,0.44983799536566,0.136142023087901
0.740240164786022,-1.51331482221327,-0.156778547277557
0.976710706747081,0.481253765723012,-0.108883799275142
