"V2","V3","y"
1.25427738428654,-0.661915384412118,1
-1.40111452293531,-1.09928945206259,1
-1.51047798073453,-0.820530071234551,1
0.108965032879183,-1.05274731482491,1
-1.58386012497399,-0.904039912210906,1
1.48192474759838,-1.03834757547458,1
0.291286157953847,-0.752432247539214,1
1.35936115875597,-0.931700149308208,1
1.54104189325939,-0.649256763102577,1
-0.629066265465771,-0.664092982970815,1
-0.562155097974224,-1.12004423794729,1
1.54761393595111,-0.93114082285837,1
1.09721723247709,-0.685536117848376,1
-1.55403464617369,-0.800188432003606,1
-0.381943494781313,-0.88022221350949,1
0.870959066502019,-0.852953161782014,1
-0.424327795272244,-1.12291704840008,1
-0.153205538057609,-1.17506068561762,1
-0.466509045094243,-0.994355692332109,1
-0.131337624160563,-0.686809186025616,1
-1.33042900183303,-0.759121517363236,1
0.770173350988532,-1.10701707884196,1
-0.31380207911918,-1.15786568659835,1
-0.671525906023907,-0.631912839126718,1
-1.14901930781529,-0.800044997368003,1
-0.995941154192043,-0.672919360236308,1
1.28754921177084,-1.07196000680434,1
1.57396182750296,-0.850981450260067,1
1.56072494520748,-0.819327004649806,1
0.911404738434369,-0.90146220651079,1
1.0730293957789,-1.05213445774551,1
1.78116722550681,-0.826534423516317,1
-0.889005116606927,-1.16776336274506,1
1.76559204478404,-1.06628026975052,1
0.244870245086116,-0.681945447927448,1
0.738609537954662,-0.572570018524133,1
-1.72985171837338,-0.581502770758613,1
-1.66944644131942,-0.98058665360436,1
1.76677819145187,-0.610005085836224,1
-0.707292224757751,-0.663556304095019,1
1.68586387805448,-0.771170026753873,1
-0.885416356820286,-1.13687687578188,1
-1.60951433663876,-0.738807329737191,1
1.26445564360974,-0.714269026407148,1
-0.511115877567736,-1.2006400910635,1
-0.915370465003618,-0.811473100487899,1
-0.606093976437249,-0.87678184112539,1
0.513259127911283,-0.948545826655131,1
0.41563310131389,-0.539282202422318,1
0.238656527104278,-1.02589964523265,1
-1.14046545384354,-1.18254536569362,1
0.232317854864635,-1.11629572129818,1
0.687928642258054,-0.899587261896116,1
0.01278241171569,-0.7119404440215,1
-0.0118528714791969,-0.775070213520049,1
1.76159075219038,-0.721820276625033,1
-0.715777170131442,-0.866367388516429,1
0.36504040862279,-0.693585614695197,1
-0.497222985418783,-0.564062766165604,1
-1.61768873393056,-1.02541992843702,1
0.169414411435898,-0.938301573996551,1
-0.562347123267467,-0.72637655674832,1
1.49049422085235,-1.0958614329007,1
-0.638250403414381,-0.904251975858759,1
0.748282467558801,-0.74066992112966,1
-1.13047462590705,-1.1830813582793,1
-0.98744610222397,-0.594113351759578,1
-1.02291289825161,-0.876177219527466,1
-1.71861042907754,-0.747344092570987,1
-1.27854909653028,-1.16594812537105,1
-1.09594774315687,-0.915181832349719,1
-1.57575004237371,-0.971673803783433,1
-0.172780173811425,-0.760724004799277,1
1.5270075087891,-1.16208499827149,1
-0.45558381656814,-0.72391552036903,1
1.03317817535243,-0.84435943686805,1
1.59173748945692,-0.980695087443716,1
-1.71166444239371,-1.21138670809175,1
-0.81647468263942,-0.549951954956849,1
-0.0891076789292725,-0.995103748565636,1
0.367442102960292,-0.863435557113103,1
-0.971396830346587,-0.925520793045204,1
-1.05835029327741,-0.723371292301886,1
-0.39287791112049,-0.675983645633277,1
0.747106427485349,-0.695855176130309,1
0.805564806948963,-1.05338076060798,1
1.73747366165286,-1.04802357991173,1
-0.294924798377668,-0.924168115213754,1
1.09333446267209,-0.757851194346486,1
-1.23788567342808,-0.75438199777724,1
-0.851844087848474,-1.0918658518075,1
0.951500354688607,-1.00651538072259,1
-0.54109754919029,-0.778268325490907,1
-1.24957532800193,-0.775597284334131,1
-1.17343132715248,-0.895274614766317,1
1.85238104586084,-1.08036362935437,1
-1.03971373323843,-0.671349814726147,1
-0.0366820175299421,-0.661495374857147,1
0.778446976661525,-1.10878702106789,1
1.46292618772429,-0.77531727796415,1
1.62690292521573,-0.81449963992813,1
0.485643318155242,-1.15401354014074,1
-1.7283109221209,-0.903455879316657,1
1.35470936899669,-1.16613410999424,1
0.0643609567496125,-0.816770573943488,1
0.720265150371433,-1.05426882002649,1
-0.692090069245775,-1.09015630311234,1
-1.22797294190272,-0.536862343450378,1
1.49375773205618,-1.02739163995897,1
1.27909458618029,-0.690397797076177,1
-1.35432650363809,-0.613613599300337,1
0.0233006201226218,-0.653537154596619,1
-0.439676037012094,-0.988392517457693,1
1.10283925529698,-0.770992963902268,1
-1.37739342714127,-1.11723182102527,1
-0.508802386235743,-0.891428644919818,1
-0.166515004076374,-0.562672342377415,1
0.200586823632822,-1.2174150805278,1
-1.7040100753219,-0.579655277748839,1
-0.502869815333965,-0.740881984777513,1
1.09199304196331,-0.546280302801466,1
-1.45302750436512,-1.03956299528153,1
-0.758689769874119,-0.977684332676302,1
0.0770383012288968,-0.858020728046565,1
1.7763133038599,-0.674458022690956,1
-0.851429717478844,-0.92249631247534,1
-0.206158579927378,-0.576753643110902,1
-1.60841363663251,-0.651321810081184,1
-1.49287780601029,-0.631824307700916,1
-0.863432676478509,-0.591615942003795,1
-0.558148292692722,-0.793826522568017,1
1.47266618836387,-0.903089400391242,1
-0.161947742197368,-0.662864523651538,1
-0.114330063379578,-1.14366153993293,1
-1.12053157459854,-0.650037761261984,1
-1.33543819752089,-1.02593121457828,1
-0.451079031818036,-0.57369965206577,1
1.2032060065343,-0.536115659797096,1
1.04972083279188,-0.806343081822199,1
1.4030887175183,-0.867294566471929,1
0.762624643767065,-0.80669171720443,1
-1.51979717953533,-0.94912985954938,1
-0.18799335469909,-1.07709826095151,1
1.10103385002797,-0.658375499960255,1
0.263281703704784,-0.663095803422821,1
-0.117296808221121,-0.954588611183757,1
-0.0241241146206177,-0.75081809317109,1
0.895118420979681,-0.573572688393107,1
0.794610177421024,-0.735674415327971,1
-0.412583932601262,-0.883213065863352,1
0.147683395953652,-0.591576823466813,1
1.66816355616773,-0.56586702289766,1
-1.68490493681615,-1.03974486216399,1
-0.495257712202288,-0.793869758845734,1
-1.11509790194667,-0.889529680150856,1
-1.34477852829175,-1.15293126061756,1
-1.08138873456006,-1.138457401934,1
0.745745712369114,-0.822062557078097,1
-0.254652776112413,-0.854596826625405,1
-0.573461620742892,-0.6392657514992,1
-0.668199917691177,-0.84756921577099,1
-1.3416739662541,-0.733839961830524,1
-0.819170386995285,-0.820230848741141,1
1.4270284832635,-0.860336957210008,1
0.569780716378932,-0.562130859470762,1
-0.851299250533196,-1.21489159174737,1
0.769697422271307,-0.794868997264096,1
0.61131238781661,-1.05178582236328,1
1.03281066282948,-0.581745717461978,1
-0.319673091673363,-0.565227400503489,1
-0.362088630728745,-0.549173701957933,1
1.12984958817145,-0.922179932728867,1
-0.39447934693926,-1.09318421513282,1
-0.56879788682661,-0.604466038257514,1
1.16131509160543,-1.18808990359331,1
-1.39092615701773,-1.10668148297206,1
-0.179638876271047,-1.14426410266049,1
0.794459497286613,-1.20229405025873,1
0.725730980369061,-0.870323851072651,1
-0.0962640665324865,-0.69726550233205,1
0.891242082643828,-0.867507316409904,1
1.2745172177069,-1.06199370164537,1
-1.09043138018733,-0.818566595194074,1
0.932041485379521,-1.0528111398063,1
-0.438863834336366,-0.885011832274428,1
1.56145262000292,-0.793772991938461,1
-0.601370521735988,-1.05434499823009,1
-0.575144828098019,-0.830766088411662,1
-1.12373720258,-0.698707397879426,1
-1.20773402726366,-1.02851578317962,1
1.45802265188679,-1.11520108855279,1
1.08521243591481,-1.11166463555154,1
-0.442186147543867,-0.830387942554164,1
-1.33423459400821,-1.01802446607694,1
-0.944867020095874,-0.868316452464334,1
1.25180402500706,-0.924021935417661,1
-0.687046878649545,-0.788811800642898,1
-1.72117934161298,-1.18435648532691,1
0.459571979776914,-0.86893548615483,1
-0.991293958339295,-0.997392526124178,1
-1.09084575055696,1.50096362373785,2
-1.23061627572406,0.785437542017749,2
-0.675106396778782,0.540355790081102,2
-1.1493068863645,1.50650404389681,2
-1.1579425118726,0.325612179299757,2
-1.01101743666491,1.01719153977542,2
-1.15734806036673,-0.0586684256036323,2
-0.872301672438686,2.18238863556098,2
-0.53650364265337,1.22723474950775,2
-0.382082230758728,2.39769363166253,2
-0.698112680715678,1.21115291306717,2
-0.498591050785477,0.413145739264339,2
-0.384654818419403,1.69412752790726,2
-0.521001964435188,2.40185529496538,2
-1.00411922660907,1.94746260485711,2
-0.739366880198526,1.62996900951508,2
-0.578129948565709,1.74489515342919,2
-1.06926449642782,-0.109410658391029,2
-1.00205196866745,2.10944148586005,2
-0.923005537667979,0.950202074627919,2
-0.78241729713731,0.126743831632119,2
-0.649769164665054,1.74526849525583,2
-0.3993121366161,2.23793352662564,2
-0.74844076439025,0.806652142284517,2
-0.894813652032209,0.847154240154067,2
-1.04025948933502,2.3724724696606,2
-0.927248469745479,2.08343932569871,2
-1.24352239674888,1.2306888476943,2
-0.678898207234356,0.182455491196549,2
-0.519325188549212,2.37143068125464,2
-0.573150153879688,0.620777325506199,2
-0.492445322620386,0.214720048725713,2
-0.937391815378998,1.39455845798473,2
-1.11087150793271,1.49449808449377,2
-0.707748859067521,2.19171531832578,2
-0.836789856126988,1.67354362826307,2
-1.04260421923146,1.8633165729372,2
-1.15752722272167,2.09889869699818,2
-1.09461275391724,0.699671865408731,2
-0.868291192031955,2.46287815378785,2
-0.530950528431541,0.561938928143652,2
-0.499543827001234,-0.00587830309069136,2
-1.04400627950653,1.68533752401826,2
-1.07093208450072,1.98231859388884,2
-0.460381692555299,1.57589758334343,2
-1.07676634580261,1.79219770012261,2
-0.66922435884891,0.859603542976245,2
-0.422491151438783,1.64629036120841,2
-0.524269150764245,1.99081898334615,2
-1.059108287856,1.52239989571419,2
-0.586772005542963,-0.167682180112389,2
-0.937789647685095,2.3246490287642,2
-0.827637875524136,1.52410258150812,2
-0.788352624383011,0.497862764566174,2
-0.818315920379418,1.82442382540491,2
-0.60956696977916,1.08616781482756,2
-1.2088338084886,0.37462221581796,2
-1.16756674606745,1.79321203692366,2
-0.800621111180509,0.0581889387151949,2
-0.635396668673646,1.83140819998161,2
-0.976002681040503,0.193658491156264,2
-0.55171498597842,-0.131878424421484,2
-1.10723405273677,1.10578679055951,2
-0.820964766888606,1.87354709979333,2
-1.03772824683317,0.673574310920365,2
-1.07694734572017,-0.0836178167170533,2
-1.27871172082169,-0.0387124814215326,2
-0.487752187702268,0.0857078000472616,2
-1.15198053996899,0.439272804227972,2
-1.19549126634277,-0.0401749656725833,2
-0.747069942679634,0.979643234593112,2
-0.506667138477383,2.09355455581426,2
-0.952126311205515,0.419061560120302,2
-1.1225666751944,2.21899946843595,2
-1.11278624817729,1.43063329827402,2
-0.605890925768317,1.97100647379965,2
-0.785867320946537,1.42993328234907,2
-0.616856580671945,-0.0539186116657992,2
-0.98487535212591,2.16805478006241,2
-1.27963509603561,0.712237837551735,2
-0.622371106078863,1.43507290907648,2
-1.22021567132448,0.0988138825166734,2
-0.454015456876436,-0.0470557104407838,2
-0.4979965992796,1.34615647451506,2
-0.869605049301514,1.99467112980375,2
-1.06982770936925,1.5953950857237,2
-1.26740611683433,0.171333473471289,2
-1.0102327974284,2.12233001436063,2
-0.488719664418944,2.24097036041771,2
-0.802692044247353,2.47561707104172,2
-0.677646827093699,1.57326977846437,2
-0.394727417892254,1.30422826577095,2
-1.0262710439301,1.70132877016267,2
-1.25107018518904,-0.0624299817650633,2
-1.20783141808225,1.18596675186148,2
-0.637046799901708,1.1518258771374,2
-0.450004057688397,1.40620617394382,2
-0.594621154251945,0.107389763887453,2
-0.710225893472228,0.257040129129771,2
-1.14303436637899,1.06542126442433,2
1.77228444782702,0.640876018033779,3
1.24341095776411,1.08106730663712,3
0.46619731178446,0.592390993459291,3
1.12033836407741,0.558718854888875,3
0.00615891727075878,0.848684667127246,3
1.59999182072245,0.491410951124537,3
1.19623705031779,0.129088884980706,3
0.798019774852726,0.342388541344307,3
0.450580785902855,0.702537126670175,3
1.1664382161754,0.244794654473976,3
1.18156962552671,0.87166234671872,3
0.54515737734104,0.562529137649004,3
0.984089527661517,0.527738346178911,3
0.724059717170929,0.600717065225479,3
0.546810264913024,0.475855499207917,3
0.887075409414841,0.336358110037886,3
0.603036924581002,0.623945927001789,3
0.717928689506756,0.85189856377092,3
1.48409307148381,0.943891636951517,3
1.18626551678875,0.302181548227432,3
0.795119182265314,0.716717253181302,3
1.71858259919173,0.21306197178975,3
1.27860671330607,0.850473139186485,3
1.89729015738446,0.499212010947012,3
1.241455791142,0.555151518832112,3
1.04131398382931,0.965410950032675,3
0.888847738556785,-0.0755518489072927,3
1.21375637228699,0.52611115229846,3
2.1287706763107,0.196853857966631,3
0.429103354061446,0.0673323820172829,3
1.14884447292031,0.67009138854867,3
0.474288099977284,0.384051155811008,3
1.49646446178773,0.384394300872259,3
0.666910601070338,0.518194109445282,3
0.800060388136426,0.375602924403014,3
1.17003156986858,0.340664580556584,3
0.105922947970435,0.736155734611036,3
0.256579194067417,0.271478987017081,3
0.706117755800335,0.424188833625511,3
0.987738927014446,0.630532253307436,3
0.80040309356408,0.274760826382883,3
0.747780812964969,0.49282745393738,3
1.21598257939478,0.667391523206749,3
1.09508290350004,0.53749396027027,3
0.441589592028795,1.20356666205304,3
0.628951151355768,0.136527583618501,3
0.88762024673012,0.776087525388788,3
1.29941802869963,0.708630696667866,3
1.17965029137558,0.266198670814554,3
0.680325726939451,0.334065214738609,3
0.866536053288272,0.513139582693058,3
1.02866787791448,0.491725272000642,3
0.72375376299557,0.473979182012998,3
1.65770139342055,0.0672562038136852,3
0.553255515784323,0.962506570234248,3
1.02137459189647,0.366369577094879,3
1.14338691195445,0.521088194891871,3
0.775114556859643,0.573919494812162,3
0.762607186922224,0.747490502274271,3
0.624444529043049,0.635153730992362,3
0.655713413277249,0.562490705402144,3
0.547611442213063,0.11064826938909,3
1.09082067701509,0.76127601196496,3
1.25917632621751,0.932609027337591,3
1.21736902038762,0.10038205544659,3
1.09553310634066,0.0739427284772178,3
0.54236887607313,0.474604392314597,3
1.56837196202883,0.517475563687023,3
1.14127003982223,0.263630573176153,3
0.898029120161473,0.340110744427725,3
0.695508588043972,0.487370074883248,3
1.35902764114139,0.153697189903244,3
1.03746153380745,0.696344730894844,3
0.952144420385083,0.511469152534889,3
0.976145744477875,0.53605618246363,3
0.86255405510207,0.933201982003433,3
1.03733841711226,0.281745887249704,3
1.25520443462569,0.920689540489985,3
1.14129300935492,0.784728604321205,3
0.993202000668151,0.449364014189235,3
0.495928156110099,0.581444666005391,3
0.845923194657112,0.884808234015237,3
0.97386808561687,0.584975628685662,3
0.891013306098289,0.625687731332698,3
0.825432533939835,0.604578133454673,3
0.34395345883702,0.475136953449658,3
0.903365401994759,0.856043069820707,3
0.443919621424321,0.763667046751755,3
0.882641370825406,0.967861692060128,3
0.703844690845867,0.381929833042356,3
0.785652978455337,0.650251427397273,3
0.345478635807278,0.698214185188538,3
1.3438852064144,0.555544763072306,3
1.33601951964188,0.855500214333808,3
0.860944350251533,0.667825944854292,3
0.664775353311977,0.190953135493363,3
0.942442089779108,0.372404126142035,3
1.07346581689991,0.295816893631353,3
0.452012247179759,0.592304520903855,3
1.22759046243227,0.355996301893268,3
