"V1","V2","cluster"
0.175749288315547,0.091767159954601,1
0.0456674454219944,0.149475485159211,1
0.086475042626321,0.0787048794524515,1
0.0614521500270903,0.194678520494917,1
0.0509591110526414,0.0621103440405552,1
0.111263948864549,0.0209516070348866,1
0.0568071627706667,0.284399502506981,1
0.022280003496784,0.116002501190975,1
0.195938173537675,0.111178730802631,1
0.0959354043311569,0.132828648072791,1
0.159782852993289,0.113511414507964,1
0.0443291974587119,0.0700664372894016,1
0.145454518479092,0.0354464240030065,1
0.0786692110263412,0.0404155028726272,1
0.155201383973627,0.234231640554052,1
0.0327445554255998,0.215026082965581,1
0.193914277114606,0.186800736188485,1
0.110054572831546,0.00579727109196182,1
0.0543117160204309,0.106578583898032,1
0.180925601310264,0.207592370979567,1
0.167341712378887,0.133088688615986,1
0.0301960830311537,0.0784913513805431,1
0.181132947457001,0.0938027526324308,1
0.150170852312939,0.0781209005270753,1
0.0890420300399417,0.0685482373056373,1
0.0461050428610329,0.106790516462192,1
0.103968128311565,0.265594344476555,1
0.115531123765769,0.0822963845206527,1
0.0748181019947438,0.0940956439777974,1
0.144623566656613,0.263748276038097,1
0.965232508575951,0.188068130704075,2
0.995082360895012,0.236800948537762,2
0.922425326261528,0.243883178338625,2
0.827957036170951,0.266480169726271,2
0.864581848710083,0.10979220176457,2
0.989437804885262,0.177113111278905,2
0.957952312723285,0.188932811884229,2
0.872372665138161,0.172729152809663,2
0.904251100360878,0.181772370654227,2
0.957263397038892,0.123777074116779,2
0.837314012784105,0.237838621162708,2
0.97389563105301,0.176376714648919,2
0.940913354346094,0.172450462591735,2
0.886899963721289,0.221687597630201,2
0.916042197254659,0.257275900283802,2
0.843985076837769,0.324822612829847,2
0.961117680054825,0.245549850381608,2
0.916643823954804,0.148985669909854,2
0.885741965291514,0.260349813173067,2
0.888320763406686,0.340335927102227,2
0.82825680103347,0.144751367764223,2
0.915408873146557,0.32188428422568,2
0.967849412032052,0.134662274870516,2
0.871810518376855,0.304482124714682,2
0.918064351080972,0.346549901405666,2
0.825656049226741,0.235816801616722,2
0.883001067862161,0.172457055407329,2
0.862469809564079,0.114600001149731,2
0.89227103658795,0.258783778329313,2
0.859476533149051,0.300304016998669,2
0.108766996510969,0.945398130387559,3
0.497272968419706,0.959106900692908,3
0.400532967562913,0.995209771142159,3
0.773229266375792,0.913981990816779,3
0.58306628712713,0.971543574644381,3
0.518912774800074,0.853225896308352,3
0.504266090018388,0.909485573205818,3
0.419764133544099,0.980557659369684,3
0.223416277626311,0.825184550899107,3
0.787894147267454,0.875412732068118,3
0.277292895133027,0.857855864458636,3
0.616241513450533,0.933846926554688,3
0.364611170448325,0.877281586019697,3
0.306266171975648,0.876289642748709,3
0.861745806355747,0.894724396445709,3
0.700352361741958,0.839292232510129,3
0.427447313629009,0.934961159312249,3
0.436117434721305,0.90545570242881,3
0.935233162962171,0.921256148785064,3
0.129804567520344,0.917705446381367,3
0.569127871600936,0.921766887830334,3
0.570401323672116,0.948870418250382,3
0.147895027056868,0.864042223600915,3
0.430918430651448,0.977257014190515,3
0.279007197955774,0.863838375625302,3
0.36328267339444,0.853538491176675,3
0.441395589514582,0.879609768840261,3
0.123869835114338,0.932041068805574,3
0.670840011830371,0.878357554412788,3
0.715411024016888,0.968950082783803,3
0.620568644741035,0.857865286148011,3
0.780645906172352,0.952721392018935,3
0.293058530158177,0.870013511070494,3
0.678208364110111,0.990690526846254,3
0.320885146116543,0.890008127800316,3
0.509801861110317,0.955928889849548,3
0.869611002410391,0.938202994449104,3
0.781281136873577,0.864449128632815,3
0.602686722953602,0.979817634113049,3
0.927008204198096,0.874251529901886,3
0.293127671575371,0.83611944086263,3
0.638558242917008,0.873748851571063,3
0.817381614459318,0.860553249427112,3
0.384902618655279,0.913684234516537,3
0.731981689989104,0.880407455902225,3
0.219656267412276,0.862394332426277,3
0.637801636169335,0.968332045499149,3
0.256198462075063,0.901440123356097,3
0.454095722993667,0.852197271608323,3
0.176941674205473,0.906431423156103,3
