"V1","V2","cluster"
0.0810446659712322,0.216875993993445,1
0.0381724172983018,0.237652623959997,1
0.048486446755703,0.234239717041116,1
0.186785132954892,0.108720838898787,1
0.029776942338115,0.179283035143599,1
0.163429832843771,0.0421385719123202,1
0.136468135235974,0.0477615320221522,1
0.0951679450708979,0.106838506749639,1
0.0417133234817768,0.145194307465067,1
0.172547338720305,0.164744633752107,1
0.0620833830161088,0.134504732167907,1
0.169882630228893,0.221166616297344,1
0.14104344022155,0.0722198005846036,1
0.121234524432793,0.196269010521001,1
0.052640198303242,0.243002757649397,1
0.0570318159688911,0.0552918210173022,1
0.107721152073613,0.137369070777527,1
0.102821949369773,0.246510427045376,1
0.103583849680933,0.0403975573812655,1
0.093759843002517,0.200409302116353,1
0.0315238665569183,0.152544790559252,1
0.105235037216102,0.0656533192208078,1
0.193152175968323,0.195644666441088,1
0.0782356738653015,0.268265233994586,1
0.0791601746361743,0.219669664108651,1
0.0930895223262269,0.177726067284438,1
0.139918613933957,0.205314783560335,1
0.153951498893929,0.268552532431248,1
0.0709343154109195,0.114054904642834,1
0.140033035157585,0.0133468252858995,1
0.0841541232249032,0.218399505952392,1
0.061645381345144,0.209286094982171,1
0.170061373421667,0.194701068274235,1
0.0758047151903364,0.255700872744507,1
0.109677889959777,0.0139088100985634,1
0.0666367235929876,0.222446555813364,1
0.0731305240290264,0.0116426856529435,1
0.00508040284299652,0.197034453719709,1
0.112944616605377,0.16263972868699,1
0.106301288153828,0.266669663511764,1
0.0813383456015126,0.129664194416604,1
0.045449061781298,0.111714497268207,1
0.0811693754962595,0.0974396111954618,1
0.162434137002976,0.10943685396413,1
0.077257616760731,0.0876327447296344,1
0.0462090660039129,0.0476359248539355,1
0.104979025409645,0.0946218291242484,1
0.0629729119462474,0.273182484264384,1
0.114472186766011,0.200682200400854,1
0.0781095497946235,0.264366389268061,1
0.0270230160900615,0.225509223065304,1
0.158362542587187,0.168046451549535,1
0.117311132192058,0.290093285776055,1
0.057733582391984,0.0222621813864308,1
0.0375636266570291,0.0478708876539415,1
0.0493454205114361,0.143834939659654,1
0.0592625811448553,0.266379026671577,1
0.187276410335305,0.160394837010399,1
0.0296876172608554,0.0591652312753521,1
0.0354253630390673,0.184926571076486,1
0.818451326489821,0.28304247565778,2
0.996222309175501,0.25785113447036,2
0.86689211968872,0.158731766802057,2
0.964808380542416,0.17239806020798,2
0.843254233505994,0.293298500640727,2
0.920876254593316,0.166300735576316,2
0.951208558184596,0.180573042766473,2
0.863835918275401,0.30674476934448,2
0.957654900553611,0.225859435718305,2
0.820080371505784,0.269986283637036,2
0.919452643617775,0.282248333194628,2
0.900987771186528,0.126761020288891,2
0.849614905367348,0.238667879044346,2
0.867840008173241,0.174347623560538,2
0.853130150783755,0.269192815125241,2
0.86154053615543,0.186204409760475,2
0.882566335266097,0.205343415224234,2
0.913562351886741,0.250519997982554,2
0.90066129027421,0.338610971563199,2
0.869458376149974,0.25981401003585,2
0.985367139268067,0.269984947169714,2
0.813082556794125,0.28582904409952,2
0.877359042381535,0.217214831293607,2
0.980687380714359,0.184233313292569,2
0.888231578748892,0.304979892972383,2
0.902537220903926,0.295758221227365,2
0.921907254458018,0.242479033967652,2
0.918594736849066,0.337501444989396,2
0.922331296281267,0.306526951842853,2
0.862318968874184,0.190140215161359,2
0.928168074369126,0.303987687244345,2
0.98308768506179,0.201886011296964,2
0.852493173573329,0.129073623855539,2
0.880519994068857,0.279881002542935,2
0.872268644624863,0.113903069848345,2
0.849182790742564,0.159531624192557,2
0.844205897616937,0.207618002420953,2
0.920064146122215,0.281825924527489,2
0.919415943922089,0.112881843136841,2
0.982323875847709,0.213207759484632,2
0.907180263944006,0.219835599402517,2
0.971678117837372,0.238436285841018,2
0.896963633186915,0.194207378764079,2
0.972566258482627,0.225754616731582,2
