"seed","K_optclust","kmeans_k","true_k","score_optclust","score_kmeans_bestk","score_kmeans_kc","score_true","ari_optclust_kmeans","ari_true_kmeans","are_true_optclust","dataname","metric","method"
2,6,8,2,0.492106365924363,0.600005503410526,0.562048331967263,0.311325057003943,0.792759200983284,0.188533603208666,-10,"Atom","silhouette","localsearch"
2,2,4,2,0.368742013243754,0.482876583888339,0.416629377645171,0.311325057003943,0.230081665162006,0.188533603208666,0.123619262971653,"Atom","silhouette","greedy"
2,2,4,2,0.13687273124837,0.0292548225610799,0.0229642246628344,0.371070999354494,-0.00358100285619579,0.188533603208666,1.25158008073118e-05,"Atom","dunnindex","localsearch"
2,2,4,2,0.0850766061483436,0.0292548225610799,0.0229642246628344,0.371070999354494,0.0258118874297126,0.188533603208666,7.5095737678586e-05,"Atom","dunnindex","greedy"
2,4,7,7,0.455071807119679,0.701701220874264,0.429659018054111,0.701701220874264,0.308058712082381,1,-10,"Hepta","silhouette","localsearch"
2,3,7,7,0.281438469975183,0.701701220874264,0.356963990019951,0.701701220874264,0.270425664687417,1,-10,"Hepta","silhouette","greedy"
2,4,7,7,0.357475223438775,1.07618340765214,0.104346361683884,1.07618340765214,0.44241624371687,1,-10,"Hepta","dunnindex","localsearch"
2,2,7,7,0.300268958541056,1.07618340765214,0.0282713454804505,1.07618340765214,-0.0669321997127964,1,-10,"Hepta","dunnindex","greedy"
2,4,4,3,0.566305474563432,0.567756054375863,0.567756054375863,0.439361969849105,0.965511562431061,0.421561236874518,-10,"Lsun","silhouette","localsearch"
2,2,4,3,0.405800430501631,0.567756054375863,0.405049507353466,0.439361969849105,0.0200286153227265,0.421561236874518,-10,"Lsun","silhouette","greedy"
2,3,3,3,0.117052395539751,0.0353340640999271,0.0353340640999271,0.117052395539751,0.421561236874518,0.421561236874518,1,"Lsun","dunnindex","localsearch"
2,2,3,3,0.0846959817526264,0.0353340640999271,0.0295195856706393,0.117052395539751,0.000988955155269116,0.421561236874518,-10,"Lsun","dunnindex","greedy"
2,2,8,6,0.629325893855415,0.586509432741697,0.421332397868108,0.29520828013791,-0.0111161715145589,0.634888047667502,-10,"Target","silhouette","localsearch"
2,2,8,6,0.628912291695284,0.586509432741697,0.421332397868108,0.29520828013791,0.0157490391384649,0.634888047667502,-10,"Target","silhouette","greedy"
2,2,7,6,0.361704117131621,0.0246743599030058,0.0109867222524291,0.253299132982746,-0.0111161715145589,0.634888047667502,-10,"Target","dunnindex","localsearch"
2,2,7,6,0.361666683471447,0.0246743599030058,0.0109867222524291,0.253299132982746,0.0157490391384649,0.634888047667502,-10,"Target","dunnindex","greedy"
2,4,4,4,0.498832579967692,0.503541620849104,0.503541620849104,0.503541620849104,0.98008594436669,1,0.98008594436669,"Tetra","silhouette","localsearch"
2,2,4,4,0.293090166133212,0.503541620849104,0.284739043874606,0.503541620849104,0.178798369724091,1,-10,"Tetra","silhouette","greedy"
2,4,4,4,0.199662205951591,0.199662205951591,0.199662205951591,0.199662205951591,1,1,1,"Tetra","dunnindex","localsearch"
2,2,4,4,0.084170453231758,0.199662205951591,0.0333426801403494,0.199662205951591,-0.00167353287513633,1,-10,"Tetra","dunnindex","greedy"
2,2,2,2,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,1,1,1,"TwoDiamonds","silhouette","localsearch"
2,2,2,2,0.485918709357733,0.485918709357733,0.485918709357733,0.485918709357733,1,1,1,"TwoDiamonds","silhouette","greedy"
2,2,2,2,0.0435439556146662,0.0220048899755519,0.0220048899755519,0.0220048899755519,0,1,0,"TwoDiamonds","dunnindex","localsearch"
2,2,2,2,0.0435439556146662,0.0220048899755519,0.0220048899755519,0.0220048899755519,0,1,0,"TwoDiamonds","dunnindex","greedy"
2,2,4,2,0.406475536235419,0.423269375584283,0.408502689593329,0.383884919047985,0.207793252992048,0.85584718950503,0.145003188261511,"WingNut","silhouette","localsearch"
2,2,4,2,0.383884919047985,0.423269375584283,0.408502689593329,0.383884919047985,0.85584718950503,0.85584718950503,1,"WingNut","silhouette","greedy"
2,2,4,2,0.0632596124573361,0.0237448582176614,0.0191323046798761,0.0632596124573361,0.85584718950503,0.85584718950503,1,"WingNut","dunnindex","localsearch"
2,2,4,2,0.0632596124573361,0.0237448582176614,0.0191323046798761,0.0632596124573361,0.85584718950503,0.85584718950503,1,"WingNut","dunnindex","greedy"
