truth,kmeans_plus,hclust,gmm,dbscan
1,1,1,1,7
1,1,1,1,7
1,1,1,1,1
1,1,1,1,3
1,1,1,1,3
1,1,1,1,3
1,1,2,1,3
1,2,2,1,5
1,2,2,1,33
1,2,2,0,34
1,2,2,0,35
1,2,2,0,36
1,2,2,0,37
2,2,3,0,8
2,2,3,0,8
2,2,3,0,2
2,2,3,0,4
2,2,3,0,4
2,2,3,0,4
2,2,4,0,4
2,1,4,0,6
2,1,4,0,38
2,1,4,1,39
2,1,4,1,40
2,1,4,1,7
2,1,4,1,7
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,1,2,1,5
2,2,4,0,6
1,1,1,1,3
2,2,3,0,4
1,1,1,1,1
2,2,3,0,2
1,2,2,1,5
2,1,4,0,6
1,1,1,1,3
2,2,3,0,4
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,1,1,1,3
2,2,3,0,4
1,2,2,1,5
2,1,4,0,6
1,1,1,1,3
2,2,3,0,4
1,1,1,1,3
2,2,3,0,4
1,1,1,1,3
2,2,3,0,4
1,2,2,0,41
2,1,4,1,7
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,2,2,1,42
2,1,4,0,43
1,1,1,1,7
2,2,3,0,8
1,1,1,1,7
2,2,3,0,8
1,1,1,1,1
2,2,3,0,2
1,1,1,1,1
2,2,3,0,2
1,2,2,1,44
2,1,4,0,45
1,1,1,1,7
2,2,3,0,8
1,2,2,1,5
2,1,4,0,6
1,1,1,1,3
2,2,3,0,4
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,2,2,0,46
2,1,4,1,47
1,1,1,1,3
2,2,3,0,4
1,2,2,0,48
2,1,4,1,49
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,2,2,0,50
2,1,4,1,7
1,1,1,1,1
2,2,3,0,2
1,1,1,1,1
2,2,3,0,2
1,1,1,1,3
2,2,3,0,4
1,1,1,1,3
2,2,3,0,4
1,1,1,1,1
2,2,3,0,2
1,1,2,1,3
2,2,4,0,4
1,1,1,1,3
2,2,3,0,4
1,2,2,1,51
2,1,4,0,52
1,2,2,1,53
2,1,4,0,54
1,1,1,1,7
2,2,3,0,8
1,2,2,1,55
2,1,4,0,56
1,1,1,1,1
