truth,kmeans_plus,hclust,gmm,dbscan
1,1,1,3,7
1,1,1,3,7
1,1,1,3,1
1,1,1,3,3
1,1,1,3,3
1,1,1,0,3
1,1,2,0,3
1,2,2,0,5
1,2,2,0,33
1,2,2,0,34
1,2,2,1,35
1,2,2,1,36
1,2,2,1,37
2,2,3,1,8
2,2,3,1,8
2,2,3,1,2
2,2,3,1,4
2,2,3,1,4
2,2,3,2,4
2,2,4,2,4
2,1,4,2,6
2,1,4,2,38
2,1,4,2,39
2,1,4,3,40
2,1,4,3,7
2,1,4,3,7
1,1,1,3,1
2,2,3,1,2
1,1,1,3,3
2,2,3,1,4
1,1,2,0,5
2,2,4,2,6
1,1,1,3,3
2,2,3,1,4
1,1,1,3,1
2,2,3,1,2
1,2,2,0,5
2,1,4,2,6
1,1,1,0,3
2,2,3,2,4
1,1,1,3,1
2,2,3,1,2
1,1,1,0,3
2,2,3,2,4
1,1,1,0,3
2,2,3,2,4
1,2,2,0,5
2,1,4,2,6
1,1,1,0,3
2,2,3,2,4
1,1,1,0,3
2,2,3,2,4
1,1,1,3,3
2,2,3,1,4
1,2,2,1,41
2,1,4,3,7
1,1,1,3,1
2,2,3,1,2
1,1,1,0,3
2,2,3,2,4
1,2,2,0,42
2,1,4,2,43
1,1,1,3,7
2,2,3,1,8
1,1,1,3,7
2,2,3,1,8
1,1,1,3,1
2,2,3,1,2
1,1,1,3,1
2,2,3,1,2
1,2,2,0,44
2,1,4,2,45
1,1,1,3,7
2,2,3,1,8
1,2,2,0,5
2,1,4,2,6
1,1,1,0,3
2,2,3,2,4
1,1,1,3,1
2,2,3,1,2
1,1,1,3,3
2,2,3,1,4
1,2,2,1,46
2,1,4,3,47
1,1,1,0,3
2,2,3,2,4
1,2,2,1,48
2,1,4,3,49
1,1,1,3,1
2,2,3,1,2
1,1,1,3,3
2,2,3,1,4
1,2,2,1,50
2,1,4,3,7
1,1,1,3,1
2,2,3,1,2
1,1,1,3,1
2,2,3,1,2
1,1,1,0,3
2,2,3,2,4
1,1,1,0,3
2,2,3,2,4
1,1,1,3,1
2,2,3,1,2
1,1,2,0,3
2,2,4,2,4
1,1,1,0,3
2,2,3,2,4
