truth,kmeans_plus,hclust,gmm,dbscan
1,3,1,5,1
1,8,2,5,1
1,6,3,2,2
1,7,4,2,2
1,8,2,5,1
1,7,4,2,2
1,6,3,2,2
1,10,5,0,3
1,10,5,0,3
1,10,5,0,3
1,6,3,8,2
1,10,5,0,3
1,5,4,2,4
1,7,3,2,2
1,8,2,8,2
1,6,3,8,2
1,10,5,0,3
1,6,3,2,2
1,7,3,2,2
1,10,5,0,3
1,8,2,5,1
1,10,5,0,3
1,5,4,2,4
1,10,5,0,3
1,3,1,5,1
1,6,3,2,2
1,8,2,8,2
1,5,4,2,4
1,10,5,0,3
1,3,1,5,1
1,6,3,8,2
1,6,3,2,2
1,6,3,8,2
1,3,1,5,1
1,6,3,8,2
1,6,3,8,2
1,7,4,2,2
1,3,1,5,1
1,7,4,2,2
1,8,2,5,1
1,5,4,2,2
1,5,4,2,4
1,10,5,0,3
1,3,5,5,3
1,5,4,2,4
1,5,4,2,4
1,3,1,5,1
1,10,5,0,3
1,6,3,2,2
1,10,5,5,3
1,3,1,5,1
1,8,2,8,2
1,3,1,5,1
1,3,1,5,1
1,8,2,5,1
1,3,1,5,1
1,3,1,5,1
1,8,2,8,2
1,6,3,2,2
1,10,5,0,3
1,10,5,0,3
1,7,4,2,2
1,6,3,8,2
1,6,3,2,2
1,10,5,0,3
1,10,5,0,3
1,10,5,0,3
1,7,4,2,2
1,5,4,2,4
1,8,2,8,2
1,6,3,2,2
1,6,3,2,2
1,10,5,0,3
1,3,1,5,1
1,5,5,0,5
1,5,4,2,4
1,7,4,2,2
1,6,3,2,2
1,10,5,0,3
1,5,4,2,4
1,6,3,8,2
1,6,3,8,2
1,8,2,5,1
1,8,2,5,1
1,8,2,5,1
1,10,5,5,3
1,8,2,8,2
1,5,4,2,4
1,10,5,0,3
1,8,2,8,2
1,3,1,5,1
1,7,4,2,2
1,6,3,2,2
1,8,2,5,1
1,6,3,2,2
1,5,4,2,4
1,10,5,0,3
1,8,2,8,2
1,10,5,5,3
1,6,3,8,2
1,8,2,5,1
1,5,4,2,4
1,6,3,2,2
1,6,3,8,2
1,10,5,0,3
1,6,3,2,2
1,6,3,8,2
1,8,2,8,2
1,5,4,2,2
1,6,3,8,2
1,5,4,0,4
1,10,5,0,5
1,3,1,5,1
1,8,2,8,2
1,6,3,2,2
1,7,4,2,2
1,8,2,5,1
1,10,5,0,3
1,3,1,5,1
1,5,4,2,4
1,5,4,2,2
1,6,3,8,2
1,8,2,8,2
1,6,3,8,2
1,5,5,0,5
1,3,1,5,1
1,10,5,0,3
1,10,5,0,3
1,8,2,5,1
1,5,4,2,4
1,8,2,5,1
1,10,5,0,3
1,3,1,5,1
1,6,3,8,2
1,8,2,5,1
1,3,1,5,1
1,5,4,2,2
1,6,3,8,2
1,10,5,0,3
1,8,2,5,1
1,7,4,2,2
1,5,5,0,5
1,10,5,5,3
1,8,2,8,2
1,6,3,2,2
1,8,2,8,2
1,6,3,8,2
1,5,4,0,4
1,8,2,8,2
1,3,1,5,1
1,6,3,2,2
1,8,2,8,2
1,6,3,8,2
1,8,2,5,1
1,6,3,8,2
1,7,3,2,2
1,8,2,8,2
1,5,4,2,4
1,10,5,0,3
1,8,2,5,1
1,6,3,8,2
1,8,2,8,2
1,7,4,2,2
1,10,5,0,6
1,8,2,5,1
1,10,5,0,3
1,6,3,8,2
1,10,5,0,3
1,8,2,5,1
1,7,3,2,2
1,10,5,0,3
1,6,3,8,2
1,6,3,8,2
1,5,4,2,4
1,5,4,2,4
1,10,5,0,3
1,10,5,0,3
1,8,2,8,2
1,3,1,5,1
1,10,5,0,3
1,3,1,5,1
1,10,5,0,3
1,8,2,8,2
