truth,kmeans_plus,hclust,gmm,dbscan
1,7,1,2,18
1,1,2,6,1
1,5,3,1,2
1,6,4,6,3
1,10,5,4,4
1,4,5,7,4
1,10,5,4,4
1,5,3,1,2
1,5,3,1,2
1,10,5,4,4
1,6,4,2,3
1,7,6,2,6
1,3,7,3,5
1,7,6,2,6
1,10,5,4,4
1,4,8,7,13
1,1,2,7,5
1,5,3,1,2
1,7,6,2,15
1,8,9,0,7
1,8,9,1,7
1,6,4,6,8
1,1,2,6,8
1,3,7,3,5
1,7,6,2,6
1,4,8,7,19
1,10,5,4,4
1,1,2,6,8
1,6,4,6,3
1,3,7,3,5
1,5,3,1,2
1,6,4,6,3
1,6,4,6,3
1,1,2,6,8
1,10,5,4,4
1,6,4,6,3
1,9,1,2,9
1,7,6,2,15
1,10,5,4,4
1,10,5,4,4
1,7,6,2,6
1,4,5,7,4
1,4,5,1,10
1,3,7,3,5
1,8,9,2,7
1,5,3,1,2
1,10,5,4,4
1,9,1,2,9
1,1,2,7,11
1,1,2,7,11
1,8,9,0,7
1,3,7,3,5
1,3,8,7,5
1,9,1,0,20
1,4,2,7,11
1,8,9,0,7
1,3,7,3,5
1,9,1,0,5
1,7,5,2,4
1,7,6,2,6
1,1,2,7,11
1,6,4,6,3
1,1,2,8,11
1,9,1,0,5
1,3,7,3,5
1,7,6,2,6
1,10,5,4,4
1,3,7,3,5
1,9,4,6,3
1,3,7,3,5
1,4,8,7,4
1,7,6,2,15
1,3,7,3,5
1,7,6,2,6
1,5,8,1,12
1,8,9,1,7
1,10,5,4,4
1,9,1,0,5
1,10,5,4,4
1,9,1,0,5
1,10,5,4,4
1,1,2,8,5
1,3,7,3,5
1,6,4,6,3
1,1,2,8,5
1,6,4,2,3
1,10,5,4,4
1,7,6,2,6
1,9,1,0,5
1,10,5,4,4
1,4,8,7,21
1,6,4,6,3
1,10,5,4,4
1,4,8,7,12
1,4,8,7,13
1,1,2,6,5
1,5,8,1,12
1,8,9,1,2
1,10,5,4,4
1,1,2,8,11
1,7,6,2,6
1,10,5,4,4
1,8,9,0,7
1,1,2,8,11
1,4,8,7,13
1,1,2,8,11
1,10,5,4,4
1,5,3,1,2
1,7,6,2,15
1,1,2,8,5
1,5,3,1,2
1,6,4,6,3
1,9,1,2,9
1,1,2,6,11
1,9,1,2,9
1,3,7,3,5
1,10,5,4,4
1,10,5,4,4
1,5,8,1,12
1,10,5,4,4
1,4,8,7,13
1,3,2,8,5
1,1,2,6,1
1,1,2,8,5
1,1,2,7,5
1,4,8,7,16
1,10,5,4,4
1,7,6,2,6
1,6,4,2,3
1,4,5,7,4
1,5,3,1,2
1,6,4,2,3
1,10,5,4,4
1,10,5,4,4
1,3,7,3,5
1,5,3,1,2
1,7,6,2,15
1,9,1,0,5
1,6,4,6,3
