"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age","cluster"
803,0,1,0,0,1,0,1,33,1
803,0,1,0,0,1,0,1,55,1
204,0,0,1,0,1,0,1,20,1
1016,0,0,1,0,1,0,1,26,1
707,1,0,0,0,1,0,1,44,1
314,0,1,0,0,1,0,1,60,1
802,0,0,1,0,1,0,1,57,1
474,0,1,0,0,1,0,1,41,1
368,1,0,0,0,1,0,1,29,1
1987,0,1,0,0,1,0,0,27,1
576,0,0,1,0,1,0,1,34,1
482,0,0,1,0,1,0,1,52,1
709,0,0,1,0,1,0,0,29,1
431,1,0,0,0,1,0,1,23,1
1180,1,0,0,0,1,0,1,41,1
371,0,1,0,0,1,0,1,19,1
480,0,0,1,0,1,0,1,30,1
302,0,1,0,0,1,0,1,36,1
367,0,1,0,0,1,0,0,34,1
279,0,0,1,0,1,0,1,37,1
400,0,1,0,0,1,0,1,57,1
1229,1,0,0,0,1,0,1,45,1
992,0,1,0,0,1,0,0,31,1
574,1,0,0,0,1,0,0,57,1
684,0,1,0,0,1,0,1,40,1
305,0,1,0,0,1,0,1,24,1
548,1,0,0,0,1,0,1,25,1
1452,0,0,1,0,1,0,1,52,1
905,0,1,0,0,1,0,1,21,1
232,1,0,0,0,1,0,1,27,1
992,1,0,0,0,1,0,1,30,1
591,0,1,0,0,1,0,0,32,1
1205,1,0,0,0,1,0,1,57,1
212,0,1,0,0,1,0,1,41,1
560,0,1,0,0,1,0,0,32,1
610,0,1,0,0,1,0,1,54,1
1110,0,0,1,0,1,0,1,26,1
433,0,1,0,0,1,0,0,26,1
1524,1,0,0,0,1,0,1,62,1
377,1,0,0,0,1,0,1,41,1
496,1,0,0,0,1,0,1,37,1
576,0,0,1,0,1,0,1,38,1
1301,0,1,0,0,1,0,0,28,1
2499,1,0,0,0,1,0,1,55,1
460,0,1,0,0,1,0,1,60,1
240,0,1,0,0,1,0,1,45,1
916,0,0,1,0,1,0,0,31,1
1402,0,1,0,0,1,0,1,27,1
224,1,0,0,0,1,0,1,32,1
924,1,0,0,0,1,0,1,62,1
406,0,0,1,0,1,0,0,31,1
1121,0,1,0,0,1,0,1,24,1
1162,1,0,0,0,1,0,1,29,1
510,0,1,0,0,1,0,1,45,1
506,1,0,0,0,1,0,1,63,1
131,0,0,1,0,1,0,1,51,1
622,0,1,0,0,1,0,1,52,1
548,0,0,1,0,1,0,1,28,1
795,0,0,1,0,1,0,1,22,1
380,0,0,1,0,1,0,0,48,1
860,0,1,0,0,1,0,1,18,1
364,0,0,1,0,1,0,1,51,1
890,0,1,0,0,1,0,1,36,1
313,1,0,0,0,1,0,1,33,1
844,1,0,0,0,1,0,0,31,1
263,0,0,1,0,1,0,1,33,1
833,0,1,0,0,1,0,0,34,1
645,1,0,0,0,1,0,1,63,1
350,0,0,1,0,1,0,1,49,1
836,1,0,0,0,1,0,0,28,1
183,0,1,0,0,1,0,1,27,1
513,0,1,0,0,1,0,1,30,1
166,0,1,0,0,1,0,1,39,1
639,0,1,0,0,1,0,1,27,1
428,1,0,0,0,1,0,1,55,1
166,0,1,0,0,1,0,0,27,1
556,0,1,0,0,1,0,1,27,1
425,0,1,0,0,1,0,1,54,1
866,0,1,0,0,1,0,0,26,1
1362,0,0,1,0,1,0,1,23,1
469,1,0,0,0,1,0,0,41,1
346,0,1,0,0,1,0,0,29,1
215,0,0,1,0,1,0,1,24,1
20,0,0,1,0,1,0,1,42,1
1339,0,1,0,0,1,0,1,24,1
815,1,0,0,0,1,0,1,29,1
402,0,0,1,0,1,0,1,27,1
287,1,0,0,0,1,0,1,31,1
430,0,1,0,0,1,0,1,32,1
376,0,1,0,0,1,0,1,39,1
613,1,0,0,0,1,0,0,53,1
683,0,1,0,0,1,0,0,31,1
607,0,1,0,0,1,0,1,26,1
188,1,0,0,0,1,0,1,28,1
875,1,0,0,0,1,0,1,59,1
380,1,0,0,0,1,0,1,27,1
469,1,0,0,0,1,0,1,29,1
455,0,1,0,0,1,0,1,35,1
595,1,0,0,0,1,0,1,32,1
1210,0,0,1,0,1,0,0,33,1
189,1,0,0,0,1,0,1,29,1
408,0,0,1,0,1,0,1,42,1
1099,0,0,1,0,1,0,1,36,1
532,0,1,0,0,1,0,0,44,1
282,0,1,0,0,1,0,1,21,1
838,0,1,0,0,1,0,1,31,1
310,0,1,0,0,1,0,1,51,1
221,0,1,0,0,1,0,1,46,1
956,1,0,0,0,1,0,0,32,1
321,0,1,0,0,1,0,1,40,1
1681,0,0,1,0,1,0,1,48,1
540,0,1,0,0,1,0,0,45,1
912,0,0,1,0,1,0,0,26,1
361,0,0,1,0,1,0,1,25,1
30208,1,0,0,0,1,0,0,26,1
1115,1,0,0,0,1,0,1,57,1
1171,1,0,0,0,1,0,1,28,1
450,0,1,0,0,1,0,1,35,1
290,0,1,0,0,1,0,1,30,1
444,1,0,0,0,1,0,0,47,1
328,1,0,0,0,1,0,1,32,1
513,1,0,0,0,1,0,1,29,1
293,1,0,0,0,1,0,1,38,1
1565,0,1,0,0,1,0,1,32,1
351,0,0,1,0,1,0,0,34,1
369,0,0,1,0,1,0,1,34,1
1276,0,0,1,0,1,0,0,26,1
333,1,0,0,0,1,0,1,29,1
900,0,1,0,0,1,0,1,25,1
445,1,0,0,0,1,0,1,42,1
529,0,1,0,0,1,0,1,32,1
1256,0,1,0,0,1,0,1,28,1
11119,0,1,0,0,1,0,1,27,1
293,0,1,0,0,1,0,0,54,1
757,0,1,0,0,1,0,0,39,1
1039,0,0,1,0,1,0,0,31,1
252,1,0,0,0,1,0,0,47,1
281,0,1,0,0,1,0,1,59,1
244,0,0,1,0,1,0,1,38,1
294,0,0,1,0,1,0,1,25,1
735,1,0,0,0,1,0,1,25,1
905,0,1,0,0,1,0,0,48,1
798,0,0,1,0,1,0,1,24,1
345,0,0,1,0,1,0,1,40,1
558,1,0,0,0,1,0,1,29,1
750,1,0,0,0,1,0,0,35,1
24,0,1,0,0,1,0,1,21,1
544,1,0,0,0,1,0,0,24,1
207,0,0,1,0,1,0,1,26,1
915,0,1,0,0,1,0,1,52,1
572,0,0,1,0,1,0,0,61,1
510,1,0,0,0,1,0,1,26,1
492,1,0,0,0,1,0,1,27,1
543,0,0,1,0,1,0,1,41,1
551,1,0,0,0,1,0,1,49,1
